Payment_type,Credit_type,Invoice_amount,Customer_visit,Customer_Saisfaction
COD,Offerings,192701,7,8
GPay,NPL,69163,10,8
COD,NPL,164624,4,9
COD,Contract,60515,7,7
Cash,NPL,167950,3,8
Cash,Offerings,112462,4,9
Cash,Contract,129951,9,9
COD,Offerings,113288,4,9
GPay,Contract,95608,4,7
GPay,Offerings,98531,3,7
COD,Contract,153011,10,9
GPay,Offerings,71394,4,7
GPay,Offerings,195393,8,7
Cash,Contract,113133,7,6
Cash,Contract,158993,6,9
COD,Contract,191128,9,8
Cash,NPL,85328,8,6
COD,Contract,66477,5,9
GPay,NPL,180926,6,6
GPay,NPL,98882,6,8
COD,Contract,134419,3,8
Cash,Contract,122551,8,9
COD,NPL,158557,3,7
COD,Offerings,145334,3,9
COD,Offerings,151837,7,9
GPay,NPL,116344,9,7
COD,Contract,90836,4,6
COD,NPL,75898,8,7
COD,Offerings,126177,8,7
COD,Offerings,116360,4,6
GPay,Contract,118356,9,7
COD,Contract,155154,9,7
Cash,Contract,172153,3,7
GPay,Contract,87459,10,8
Cash,Contract,113107,6,9
GPay,Offerings,145683,3,7
COD,NPL,180515,5,9
Cash,NPL,156545,10,7
COD,Offerings,86342,7,6
COD,NPL,94053,10,9
Cash,Contract,85649,6,6
COD,Offerings,198965,6,9
GPay,Offerings,54199,4,9
GPay,NPL,116933,4,6
COD,Offerings,173003,9,8
Cash,Contract,146947,4,7
Cash,Offerings,67640,6,6
Cash,NPL,74653,10,8
COD,NPL,145592,10,9
Cash,NPL,62198,4,9
Cash,Contract,106801,10,9
COD,NPL,167486,8,9
COD,Offerings,165981,3,7
Cash,Offerings,64596,8,9
COD,NPL,67129,3,6
COD,NPL,120267,6,8
GPay,NPL,199746,8,8
Cash,Contract,81335,9,7
COD,Contract,178206,5,8
COD,Contract,186243,4,6
GPay,NPL,88521,7,9
COD,NPL,199735,10,6
Cash,NPL,173837,9,7
GPay,NPL,125933,7,7
GPay,NPL,142461,7,7
GPay,Offerings,196001,5,8
Cash,NPL,97587,6,7
Cash,NPL,190890,6,6
GPay,Contract,157027,5,9
Cash,Offerings,65788,4,7
COD,Contract,89103,9,6
Cash,NPL,110243,8,9
Cash,Offerings,130440,4,7
Cash,NPL,163715,5,6
Cash,NPL,152472,4,6
Cash,Offerings,104749,7,7
Cash,NPL,89496,10,7
Cash,Contract,131153,5,8
COD,NPL,144406,7,6
GPay,NPL,132691,10,6
COD,NPL,164665,3,7
GPay,NPL,124750,10,8
COD,Contract,160016,10,8
GPay,Offerings,181050,8,8
COD,Offerings,100579,5,8
GPay,Offerings,108702,9,8
GPay,Contract,51463,7,8
COD,Offerings,93107,4,9
Cash,Offerings,116993,5,6
COD,NPL,92861,3,6
COD,NPL,117570,5,7
GPay,NPL,121046,5,8
COD,NPL,183062,10,6
GPay,Contract,107713,10,6
Cash,Contract,146029,8,7
COD,NPL,79007,5,6
Cash,NPL,125302,8,9
Cash,Contract,56650,3,6
Cash,Contract,87100,10,8
COD,Offerings,99715,4,8
Cash,Offerings,103230,7,7
GPay,NPL,58784,3,6
COD,Offerings,170028,5,9
GPay,Contract,101733,10,7
GPay,NPL,72129,3,9
Cash,NPL,194070,5,8
Cash,Offerings,109805,5,6
Cash,NPL,127766,8,8
COD,Offerings,125457,5,6
COD,NPL,55520,4,6
GPay,Contract,160457,6,7
COD,Contract,86132,10,7
Cash,NPL,169848,9,6
GPay,NPL,189150,4,6
Cash,NPL,145288,5,8
COD,Offerings,123877,5,8
GPay,Offerings,187725,9,8
Cash,Offerings,65820,3,6
GPay,Offerings,134046,3,8
COD,Contract,102005,9,7
GPay,Contract,171493,6,7
COD,Offerings,166631,4,6
Cash,Offerings,117641,6,6
GPay,Offerings,124544,5,6
GPay,Contract,54530,7,6
GPay,Contract,199828,3,9
Cash,Offerings,65860,3,9
COD,Contract,109249,8,6
COD,NPL,176751,9,6
GPay,Contract,123098,5,9
Cash,Contract,61310,9,8
GPay,Offerings,58875,9,6
Cash,Offerings,190306,3,8
Cash,Offerings,183212,9,6
Cash,NPL,109215,8,6
GPay,Contract,59448,4,8
COD,NPL,199824,6,9
Cash,Contract,160395,9,8
COD,NPL,72836,5,7
Cash,NPL,76328,6,8
GPay,Offerings,157624,4,8
COD,Offerings,71377,10,8
GPay,Offerings,159992,8,8
Cash,Offerings,80548,8,8
Cash,Contract,53966,6,8
GPay,NPL,75291,5,9
COD,NPL,144016,4,7
Cash,NPL,83274,8,8
Cash,NPL,143622,5,8
GPay,Contract,92966,3,7
Cash,NPL,120734,10,6
COD,NPL,197232,9,9
Cash,Contract,77115,4,7
GPay,Contract,55073,9,7
Cash,NPL,169531,8,6
Cash,Offerings,67602,9,7
GPay,NPL,184137,9,9
Cash,NPL,121955,6,9
COD,Contract,73697,4,7
GPay,Contract,125717,9,9
Cash,Contract,88680,7,7
Cash,Contract,177894,7,9
Cash,Contract,97287,8,9
Cash,NPL,151735,8,7
Cash,NPL,164389,5,8
Cash,NPL,112059,9,7
GPay,Offerings,194631,6,8
GPay,Offerings,96547,10,7
GPay,Offerings,94886,9,9
COD,Contract,72305,10,7
GPay,NPL,97350,3,7
GPay,NPL,186608,3,9
GPay,NPL,69586,6,8
GPay,NPL,67695,9,7
Cash,Contract,117436,10,7
GPay,NPL,139108,9,8
Cash,NPL,98173,6,8
Cash,Contract,68152,8,6
GPay,Contract,85695,5,7
Cash,NPL,196459,5,6
GPay,Contract,117852,9,8
Cash,Offerings,110846,9,8
Cash,NPL,55144,4,9
COD,Offerings,145967,8,9
GPay,NPL,65863,6,6
Cash,NPL,100693,6,6
GPay,Offerings,154994,6,9
GPay,NPL,73984,9,7
GPay,NPL,181106,9,6
GPay,Offerings,158259,3,6
COD,Offerings,186912,9,7
Cash,Contract,139207,10,8
COD,NPL,111287,6,7
Cash,NPL,121306,5,7
COD,NPL,162937,10,8
GPay,NPL,94767,5,9
GPay,Contract,140127,8,8
Cash,Offerings,69974,4,7
Cash,Contract,136209,3,8
Cash,NPL,161996,3,9
GPay,Offerings,60792,8,6
COD,Offerings,107978,5,7
Cash,Offerings,81768,3,9
GPay,Offerings,130651,3,9
GPay,NPL,172502,9,9
COD,NPL,107364,3,6
COD,Contract,166865,8,7
GPay,NPL,78703,8,7
Cash,NPL,80402,9,7
Cash,Contract,87038,5,6
GPay,Offerings,130431,5,8
COD,Offerings,181443,10,7
Cash,Offerings,93603,6,7
COD,NPL,62029,5,6
Cash,Contract,128980,3,7
COD,NPL,121297,7,6
GPay,Offerings,72216,4,7
COD,Contract,154075,9,7
COD,Contract,118709,5,7
Cash,NPL,56006,10,7
GPay,NPL,130622,7,7
COD,Contract,64562,5,9
Cash,NPL,73907,5,8
COD,Contract,168392,6,9
GPay,Offerings,72655,9,6
Cash,Offerings,80365,4,8
COD,NPL,85786,6,6
GPay,NPL,187155,3,6
Cash,Contract,137043,8,8
GPay,Offerings,119980,10,6
COD,NPL,118954,3,8
GPay,Offerings,190879,5,7
Cash,Contract,187088,5,6
COD,NPL,119450,5,6
Cash,Offerings,98900,7,7
GPay,NPL,61573,4,6
Cash,Offerings,62078,7,6
Cash,Offerings,197187,4,9
Cash,Offerings,72956,9,6
Cash,NPL,182718,7,6
COD,NPL,162479,3,7
COD,NPL,53258,3,6
GPay,Offerings,143035,5,8
COD,Contract,75570,8,7
COD,Offerings,73999,6,7
COD,NPL,77004,9,6
Cash,Offerings,143618,8,8
COD,NPL,175125,7,8
COD,Contract,76706,4,9
Cash,NPL,194457,9,9
COD,Offerings,184719,10,7
Cash,Contract,79779,5,8
GPay,Contract,120907,6,7
COD,Offerings,129647,7,9
Cash,Contract,190292,3,6
Cash,Contract,121657,8,8
COD,Offerings,134935,3,6
GPay,Offerings,189354,6,9
GPay,Contract,110425,9,6
COD,NPL,59365,4,9
COD,Contract,199989,8,8
GPay,Contract,199069,5,9
Cash,Contract,101878,9,9
GPay,NPL,147791,5,7
Cash,Offerings,117516,3,6
COD,NPL,94390,8,7
COD,NPL,68581,8,8
GPay,Contract,90140,6,8
GPay,NPL,66615,8,6
GPay,Contract,104714,10,9
Cash,Contract,122816,8,6
COD,Contract,156859,4,6
Cash,NPL,59051,3,8
GPay,NPL,159818,9,7
Cash,Contract,120924,4,7
Cash,Contract,181315,9,7
Cash,Offerings,68384,5,8
Cash,Offerings,144310,5,6
COD,NPL,124595,6,9
GPay,Contract,188605,5,8
Cash,Contract,116045,8,9
Cash,NPL,175544,3,9
Cash,NPL,138679,3,7
GPay,NPL,57567,10,8
COD,NPL,70249,9,9
GPay,NPL,131107,6,7
GPay,NPL,69810,6,6
COD,NPL,127439,10,8
Cash,NPL,194152,6,7
COD,NPL,116561,9,7
GPay,Offerings,114711,7,7
Cash,NPL,197030,4,6
COD,Contract,169817,8,6
GPay,Contract,92494,6,7
Cash,Offerings,166541,5,9
Cash,Offerings,109490,4,6
GPay,NPL,120399,3,7
COD,NPL,67526,6,8
COD,NPL,189686,10,8
COD,Offerings,68416,9,6
Cash,Contract,172147,8,8
GPay,Contract,96526,5,6
GPay,Contract,74328,3,7
COD,Offerings,167223,9,6
COD,Contract,56712,9,6
Cash,Contract,105880,6,8
GPay,Offerings,171511,3,6
Cash,Contract,134031,3,7
COD,Contract,64964,7,9
GPay,NPL,162047,7,9
COD,Contract,162765,4,6
COD,Offerings,118248,7,6
GPay,Contract,130849,9,8
GPay,NPL,117176,7,9
COD,Offerings,120803,9,8
Cash,NPL,53533,5,6
COD,Offerings,85076,10,6
COD,Offerings,56647,6,9
COD,Contract,141508,4,9
COD,NPL,71936,9,8
COD,NPL,141058,4,8
GPay,Contract,140362,3,6
COD,NPL,194476,6,9
COD,Contract,180353,7,9
GPay,NPL,195895,7,9
GPay,Contract,161704,3,8
Cash,NPL,99349,5,6
GPay,NPL,174123,5,6
GPay,NPL,174169,8,7
Cash,Offerings,189065,9,7
COD,Contract,74392,5,7
GPay,NPL,97337,7,6
Cash,Offerings,194095,6,6
COD,Offerings,164770,10,7
COD,Offerings,93602,7,9
Cash,NPL,89859,6,9
GPay,Offerings,152993,6,9
GPay,Offerings,87672,10,7
GPay,Offerings,172884,7,9
COD,NPL,175869,10,9
GPay,NPL,196757,9,7
GPay,Contract,166387,8,8
Cash,NPL,94561,8,6
Cash,Offerings,74713,7,6
Cash,Offerings,145674,3,6
Cash,Offerings,80027,9,8
COD,Contract,125632,3,8
GPay,Offerings,165555,5,8
GPay,Offerings,89030,10,6
COD,NPL,190364,10,7
COD,NPL,85817,9,8
COD,NPL,128203,7,8
Cash,Contract,141987,8,8
Cash,Offerings,170580,9,6
GPay,Offerings,184173,6,8
Cash,Contract,109603,4,9
Cash,NPL,131330,4,6
GPay,Contract,166653,6,8
Cash,Offerings,179113,4,8
Cash,Contract,167662,5,9
GPay,Offerings,182177,7,9
Cash,NPL,191564,5,9
COD,Offerings,73950,7,8
Cash,NPL,193747,4,7
COD,Offerings,96421,7,9
GPay,Offerings,120195,6,6
GPay,Offerings,183715,7,7
GPay,Contract,59553,10,7
COD,Contract,170676,4,8
COD,NPL,193948,4,9
GPay,NPL,165299,3,6
GPay,Contract,58877,8,9
COD,NPL,106493,7,8
Cash,Offerings,148242,6,7
COD,NPL,87817,8,6
GPay,Contract,103997,7,7
COD,NPL,170282,6,9
COD,Contract,148725,3,7
COD,NPL,121313,8,9
COD,Contract,81975,8,6
GPay,NPL,150354,4,6
Cash,Contract,137964,9,7
Cash,NPL,93265,6,8
COD,Offerings,123358,6,8
COD,NPL,114938,5,6
GPay,Offerings,58910,7,9
GPay,NPL,196879,7,9
GPay,Contract,91232,6,9
COD,Offerings,70655,5,7
GPay,Contract,61156,7,8
GPay,Offerings,135979,6,9
GPay,Offerings,74074,3,7
Cash,Contract,198922,9,7
COD,Contract,95842,6,7
COD,NPL,91593,5,8
Cash,NPL,108065,4,7
Cash,Contract,103364,5,9
COD,Offerings,193570,3,6
Cash,NPL,195105,10,7
Cash,Offerings,70213,9,9
GPay,Contract,189830,8,7
Cash,Contract,179782,7,7
COD,Contract,184313,5,7
GPay,NPL,183491,10,6
GPay,Contract,182565,7,7
GPay,Contract,144620,8,7
GPay,NPL,197525,6,8
Cash,Offerings,136080,3,7
GPay,Offerings,112791,4,8
COD,Contract,51631,8,7
GPay,Offerings,78550,7,9
Cash,Offerings,92529,9,6
GPay,Contract,138070,4,8
Cash,Offerings,182595,5,6
GPay,Contract,54813,9,6
Cash,Contract,58986,3,6
COD,Offerings,194557,8,6
GPay,Contract,144276,3,9
GPay,Offerings,182324,9,6
GPay,NPL,121579,4,9
Cash,Contract,174948,3,8
Cash,Contract,182043,6,6
Cash,Contract,75435,4,6
COD,Contract,87358,3,7
GPay,NPL,59841,7,8
GPay,NPL,136341,4,6
COD,Offerings,106684,7,8
GPay,Offerings,192574,5,8
COD,Contract,107651,6,9
Cash,Offerings,102418,7,6
GPay,Offerings,175173,5,6
Cash,Offerings,87657,9,8
GPay,Offerings,102463,4,7
COD,Offerings,125507,5,7
Cash,Offerings,160846,3,6
GPay,Contract,182774,4,6
GPay,NPL,190340,3,9
COD,Offerings,55565,10,6
Cash,Offerings,70363,7,6
Cash,Offerings,190438,8,9
GPay,NPL,179825,9,9
COD,Contract,129685,4,9
GPay,NPL,95850,9,7
Cash,Offerings,146598,4,6
COD,Contract,126215,9,7
COD,Offerings,76607,9,8
COD,Contract,114491,4,6
Cash,Contract,51509,5,6
COD,Contract,106041,9,7
COD,Offerings,81530,4,9
COD,NPL,170352,7,6
COD,NPL,175190,9,8
GPay,NPL,120259,4,8
COD,NPL,91732,4,7
Cash,Contract,109965,5,6
GPay,Contract,94728,5,9
GPay,Offerings,100855,6,6
COD,NPL,59109,6,7
Cash,Offerings,82813,10,6
GPay,NPL,191963,9,6
COD,NPL,158012,4,7
COD,Offerings,63632,5,8
GPay,NPL,175119,5,9
COD,NPL,92263,8,8
Cash,Contract,158731,8,7
Cash,Offerings,185219,6,6
Cash,Contract,146513,8,9
COD,NPL,55536,3,7
COD,NPL,70399,6,9
GPay,Contract,171372,6,7
Cash,Offerings,55337,7,9
Cash,Contract,80381,7,9
COD,Contract,54073,5,7
COD,NPL,139221,9,9
Cash,NPL,123154,9,8
Cash,Offerings,144808,3,7
GPay,Offerings,174755,5,6
GPay,Contract,134542,8,6
GPay,Offerings,52606,8,9
COD,Contract,159945,10,7
GPay,NPL,194805,8,8
Cash,Offerings,55317,5,9
COD,NPL,92149,8,9
GPay,Contract,92277,6,6
GPay,Offerings,133862,7,6
GPay,NPL,93997,9,8
Cash,NPL,118494,7,9
Cash,Contract,188086,7,8
GPay,Contract,195003,3,9
Cash,NPL,98193,3,7
GPay,Contract,60459,6,9
COD,NPL,146250,6,6
GPay,Offerings,106888,10,8
COD,NPL,182859,8,7
Cash,Offerings,122262,8,8
COD,Offerings,77771,3,6
COD,NPL,196803,4,6
COD,Offerings,191757,10,9
GPay,Contract,160560,3,6
Cash,Offerings,58953,6,9
COD,NPL,185669,8,6
GPay,Contract,147309,3,7
COD,Offerings,114653,8,9
COD,NPL,197011,8,6
GPay,NPL,141819,7,6
GPay,NPL,175857,10,9
GPay,Contract,125796,4,9
COD,NPL,69036,6,6
Cash,NPL,124018,6,7
Cash,Offerings,177897,5,9
COD,Contract,113447,7,8
GPay,Offerings,163237,6,9
GPay,Contract,186126,5,6
Cash,Contract,141663,9,8
COD,NPL,76149,3,6
COD,Contract,151015,9,8
COD,Contract,76236,4,7
GPay,NPL,108453,8,9
COD,NPL,129556,7,7
GPay,Contract,155412,5,9
GPay,Contract,84853,8,7
Cash,Offerings,55189,4,9
GPay,Offerings,187301,3,9
GPay,NPL,100913,7,6
Cash,Offerings,52135,3,8
GPay,Offerings,59206,8,9
Cash,Contract,107282,4,8
GPay,NPL,155611,4,9
GPay,NPL,72604,5,7
Cash,Contract,55344,9,7
COD,NPL,151765,8,6
COD,NPL,87682,6,8
Cash,Offerings,82410,7,6
GPay,NPL,57492,3,7
Cash,Offerings,73045,4,8
Cash,Offerings,172411,10,6
Cash,Contract,120328,6,7
COD,Contract,113829,10,6
GPay,Offerings,67757,9,7
Cash,NPL,159880,4,7
COD,Offerings,90684,6,8
COD,NPL,138277,5,9
COD,Offerings,104481,6,6
Cash,Offerings,85241,7,7
GPay,Contract,111548,4,7
GPay,NPL,63910,5,9
COD,Offerings,84502,3,9
Cash,Offerings,121224,7,9
COD,NPL,72407,8,9
GPay,NPL,192488,6,7
GPay,Contract,69660,3,8
GPay,NPL,93513,6,9
COD,Contract,126425,6,7
GPay,Contract,198266,5,9
Cash,Offerings,106886,5,7
COD,Offerings,103016,4,9
GPay,Contract,79033,7,6
GPay,NPL,166194,8,8
COD,Offerings,127549,10,8
Cash,NPL,96372,8,9
COD,Contract,71124,10,7
COD,Offerings,152473,4,8
GPay,NPL,51822,5,9
GPay,Offerings,171961,7,8
COD,Contract,173136,5,8
GPay,NPL,81742,3,8
Cash,NPL,80047,9,9
Cash,Contract,139384,5,9
GPay,NPL,74091,10,6
Cash,Contract,190387,3,7
GPay,NPL,159929,4,9
COD,Contract,76361,6,9
Cash,NPL,55517,7,6
GPay,Contract,86576,8,6
GPay,Offerings,196952,7,7
Cash,NPL,120884,10,9
COD,Offerings,87804,8,8
Cash,NPL,156060,9,6
GPay,Offerings,66566,9,8
COD,Contract,158563,7,8
COD,Contract,129488,3,9
GPay,Contract,173346,4,7
COD,Contract,173986,9,7
COD,NPL,62194,8,8
Cash,Contract,137436,5,6
COD,Offerings,77609,6,6
COD,Contract,54900,3,9
GPay,Offerings,98151,3,7
Cash,NPL,178319,8,7
COD,NPL,163276,7,8
GPay,Contract,144944,10,6
GPay,Offerings,134544,10,7
Cash,Offerings,129218,3,6
COD,Contract,193203,10,7
COD,Offerings,185855,9,6
COD,Contract,92558,5,8
GPay,Offerings,102751,3,8
GPay,NPL,170854,6,9
GPay,NPL,157889,7,8
Cash,Offerings,127752,4,7
GPay,Offerings,164613,3,7
COD,Offerings,176230,7,6
GPay,Contract,150229,6,8
GPay,Offerings,186077,4,7
COD,NPL,149773,4,8
COD,NPL,182047,10,8
COD,Contract,50899,7,7
Cash,Offerings,183746,5,7
GPay,NPL,78628,7,9
COD,Contract,109355,6,6
COD,Offerings,158169,7,9
Cash,Contract,106153,8,6
Cash,Offerings,133645,3,6
Cash,Contract,151846,8,8
Cash,NPL,173561,8,7
COD,Contract,151600,10,7
Cash,Contract,54842,5,7
Cash,Contract,157015,6,9
GPay,NPL,96924,10,9
Cash,Offerings,89344,6,6
GPay,Offerings,198955,10,6
GPay,Offerings,100724,7,6
GPay,Offerings,161125,8,8
GPay,Offerings,85463,7,9
Cash,Contract,190011,6,7
GPay,Contract,87785,5,7
Cash,NPL,114736,10,9
GPay,Contract,83639,6,9
GPay,Offerings,178224,6,8
COD,NPL,71037,4,9
Cash,Offerings,131486,3,9
Cash,NPL,97635,4,7
COD,Contract,146938,5,8
COD,Offerings,101587,8,8
GPay,NPL,183874,9,6
Cash,Offerings,145682,10,9
GPay,Contract,128146,3,6
Cash,NPL,104937,4,9
GPay,Contract,138196,10,8
GPay,Offerings,146354,8,6
GPay,Offerings,134743,6,7
COD,Contract,154042,3,6
Cash,Contract,165002,5,8
COD,Contract,53465,3,8
Cash,Offerings,145019,3,9
GPay,Contract,153249,6,7
COD,NPL,75399,5,8
COD,Offerings,175973,10,9
COD,Offerings,196419,4,7
COD,NPL,110770,9,7
COD,NPL,133355,8,8
Cash,Contract,125189,4,8
GPay,NPL,57149,8,8
GPay,NPL,192024,8,7
GPay,NPL,152355,7,7
GPay,Offerings,77782,8,6
GPay,Contract,64494,6,6
COD,NPL,110406,8,6
GPay,Offerings,131855,6,7
Cash,Offerings,104283,10,7
GPay,Offerings,150952,8,8
Cash,Contract,78331,9,9
GPay,NPL,102163,7,8
GPay,Offerings,186759,9,8
GPay,Contract,186035,10,8
Cash,NPL,92909,9,9
GPay,NPL,147739,10,8
GPay,Contract,91112,3,6
GPay,NPL,134182,3,6
Cash,Contract,113939,10,6
COD,Offerings,53165,10,8
COD,Offerings,152246,5,6
GPay,NPL,61404,3,7
COD,Contract,144614,8,6
COD,Offerings,178559,5,6
Cash,Offerings,88289,10,6
Cash,NPL,114232,8,8
Cash,Contract,153094,5,9
GPay,Contract,189338,3,7
Cash,Contract,76184,10,9
Cash,Offerings,102380,10,8
Cash,Contract,168282,10,6
Cash,NPL,146257,8,9
GPay,NPL,95756,9,6
GPay,NPL,75808,9,9
Cash,Offerings,150775,6,6
Cash,Offerings,77602,8,9
Cash,NPL,178732,5,8
GPay,NPL,112409,7,8
GPay,Contract,70195,5,8
COD,Offerings,169786,8,7
GPay,NPL,88272,5,8
Cash,Offerings,116232,6,9
COD,Offerings,104270,6,9
COD,Offerings,168568,6,7
COD,NPL,180654,6,6
Cash,NPL,78957,10,7
COD,NPL,197261,5,9
GPay,Contract,100520,8,7
GPay,Contract,123343,5,9
Cash,NPL,112942,5,6
GPay,Contract,171649,9,8
Cash,NPL,69451,7,8
GPay,Offerings,93011,4,7
COD,Contract,62597,9,6
COD,Offerings,119941,8,7
Cash,Offerings,154629,8,6
Cash,NPL,183983,7,9
GPay,NPL,184701,9,7
GPay,Contract,199458,5,6
GPay,NPL,151641,5,6
GPay,NPL,151892,9,7
GPay,NPL,185783,3,8
COD,Offerings,144158,4,8
GPay,Offerings,128939,5,8
Cash,NPL,91708,8,7
Cash,NPL,138441,8,6
GPay,Contract,186088,4,7
GPay,Contract,148894,4,9
Cash,Offerings,50836,8,7
GPay,NPL,73101,5,8
GPay,NPL,157766,4,8
Cash,Offerings,105837,7,6
COD,Offerings,103677,5,8
GPay,Contract,147622,6,8
Cash,Offerings,115281,7,6
GPay,NPL,107181,9,8
GPay,Contract,134011,6,7
COD,Offerings,116161,9,8
GPay,NPL,65348,4,9
GPay,Contract,176931,9,7
COD,Offerings,139236,7,7
COD,NPL,197043,8,6
Cash,NPL,150320,9,8
Cash,NPL,126301,6,8
Cash,Offerings,132221,5,6
Cash,NPL,93533,9,8
Cash,Contract,86592,6,7
GPay,Offerings,104598,3,8
Cash,Contract,71200,9,7
GPay,NPL,53290,8,9
COD,NPL,88748,3,8
GPay,NPL,184603,9,8
Cash,Contract,160000,10,6
COD,Offerings,159683,4,8
GPay,Offerings,77120,6,9
Cash,Contract,126156,4,7
GPay,Offerings,143466,7,9
Cash,Contract,168724,8,7
Cash,Offerings,96938,8,6
COD,NPL,127132,9,7
GPay,Offerings,53156,10,8
Cash,Contract,186700,3,8
GPay,Contract,93854,9,9
Cash,Contract,176860,3,8
Cash,Offerings,198137,7,7
GPay,Offerings,130677,3,9
GPay,Offerings,89923,9,7
COD,Offerings,106195,5,8
GPay,NPL,184071,4,8
GPay,Offerings,74507,8,8
GPay,Contract,136818,3,8
GPay,Contract,98040,7,8
Cash,Offerings,69017,9,7
COD,Offerings,159082,4,7
COD,NPL,189724,6,9
GPay,Contract,113175,10,6
COD,Offerings,171287,10,7
GPay,NPL,165007,4,9
Cash,Contract,160433,3,8
COD,NPL,148536,7,6
Cash,Offerings,134486,8,6
COD,Contract,137012,3,9
GPay,Contract,196719,5,9
GPay,Offerings,196473,7,9
COD,Offerings,181756,4,7
Cash,Offerings,107992,9,6
COD,Offerings,75047,5,9
COD,NPL,135860,10,6
Cash,Offerings,94172,8,7
Cash,NPL,129072,8,8
Cash,Offerings,166571,4,8
COD,Offerings,85535,7,7
Cash,NPL,102978,8,9
COD,Contract,54005,7,8
GPay,NPL,146685,9,9
GPay,Offerings,196976,4,9
COD,Contract,85718,5,7
COD,Offerings,190165,10,9
GPay,Contract,196738,4,8
GPay,NPL,176319,7,7
COD,NPL,173601,4,9
GPay,Contract,167723,7,9
GPay,Contract,163082,7,7
COD,Contract,79747,4,6
Cash,Contract,154945,6,8
COD,Offerings,126670,10,8
Cash,Offerings,146557,9,9
COD,Offerings,156924,6,6
COD,NPL,69515,10,9
COD,Contract,135519,9,9
Cash,NPL,71531,3,6
COD,Offerings,146791,9,7
GPay,NPL,53395,6,8
Cash,Contract,65984,5,7
GPay,Offerings,187559,10,9
COD,NPL,61965,10,7
Cash,Offerings,169949,6,7
Cash,Contract,183320,4,7
COD,NPL,79129,9,8
GPay,NPL,55544,9,6
GPay,Offerings,61943,3,8
COD,NPL,126084,8,8
Cash,Contract,67380,3,6
Cash,Contract,153679,8,9
COD,Offerings,134319,7,8
COD,NPL,179073,6,8
COD,NPL,77528,7,7
COD,Offerings,54625,5,9
GPay,NPL,168010,9,7
GPay,NPL,180504,9,8
COD,NPL,130057,6,6
GPay,Offerings,78920,5,6
COD,Contract,106262,4,9
COD,Contract,57898,3,6
COD,NPL,114987,9,8
GPay,Offerings,145354,3,7
COD,Offerings,180059,6,6
GPay,NPL,114155,9,8
COD,Offerings,122652,9,9
Cash,Offerings,127680,4,9
Cash,Contract,114705,7,6
GPay,Offerings,68719,10,7
COD,NPL,59320,10,6
Cash,Offerings,82352,10,9
Cash,NPL,158832,9,8
Cash,NPL,168508,8,6
GPay,Offerings,147481,4,9
Cash,NPL,112419,6,6
COD,Contract,92957,3,6
COD,NPL,165493,3,6
GPay,Contract,82038,8,8
COD,NPL,101304,10,9
Cash,Offerings,111039,5,9
Cash,NPL,68160,9,9
Cash,Contract,176552,6,6
GPay,Offerings,124966,4,6
Cash,Contract,168806,7,8
Cash,NPL,57634,9,6
COD,Contract,198032,7,9
COD,NPL,127784,7,8
COD,NPL,116904,3,8
COD,Contract,194379,7,6
GPay,NPL,52468,3,8
Cash,Offerings,84777,9,9
GPay,NPL,86070,10,6
COD,Offerings,62428,6,8
COD,NPL,110326,4,7
GPay,NPL,191645,8,8
COD,NPL,112781,8,6
COD,Offerings,169975,3,9
Cash,NPL,199523,7,8
COD,Contract,188495,10,6
COD,Contract,70595,10,6
Cash,NPL,142322,10,9
GPay,Contract,59260,9,8
Cash,NPL,96013,3,6
Cash,NPL,96140,5,7
Cash,Contract,134790,7,6
Cash,NPL,72976,7,6
COD,NPL,168773,7,6
GPay,NPL,195000,7,9
COD,NPL,120611,5,8
GPay,NPL,168236,6,9
Cash,Contract,190057,9,7
GPay,Contract,188154,10,9
COD,NPL,54822,5,7
Cash,Offerings,76133,7,8
Cash,Contract,86050,9,6
GPay,Offerings,115401,9,7
COD,Offerings,180112,4,7
Cash,Contract,74796,3,8
COD,Contract,88401,8,6
GPay,Offerings,197974,8,9
GPay,Offerings,199375,6,9
COD,Contract,194602,8,7
COD,Offerings,117777,4,7
GPay,Offerings,147640,9,8
Cash,Contract,146127,3,6
Cash,Contract,183358,10,7
Cash,Offerings,97156,4,6
GPay,Contract,180155,10,8
COD,Contract,90767,10,6
Cash,NPL,151050,10,7
COD,Contract,186301,8,9
COD,NPL,151952,8,7
GPay,Offerings,153412,8,8
GPay,Contract,132537,7,8
GPay,NPL,166458,8,6
Cash,NPL,85194,7,9
COD,Offerings,137611,4,7
GPay,Contract,170834,6,6
Cash,Contract,140076,5,7
Cash,NPL,100185,5,9
COD,NPL,89606,5,9
COD,NPL,156711,4,9
Cash,NPL,171359,4,8
GPay,NPL,162152,9,9
GPay,Offerings,172511,3,6
GPay,NPL,56395,8,9
Cash,Contract,155059,7,7
COD,NPL,136701,9,8
GPay,Contract,197089,7,6
COD,NPL,162004,8,6
GPay,Contract,191319,10,7
Cash,Offerings,65908,7,8
GPay,NPL,84973,6,7
GPay,Contract,147818,9,7
GPay,NPL,138733,9,7
GPay,NPL,91802,7,7
Cash,Contract,165530,6,6
COD,Contract,117900,7,7
COD,Offerings,64407,8,9
Cash,NPL,103495,9,7
Cash,NPL,96657,5,7
COD,NPL,153556,4,6
COD,Offerings,139182,3,6
Cash,NPL,71331,5,8
COD,NPL,159063,6,8
GPay,Offerings,51539,9,9
COD,Offerings,135044,6,6
