Class_of_Outlet,Type_of_Outlet,Outlet_ID
H,RE,CD06718
VL,HA,CD06719
H,HA,CD06720
VL,HA,CD06721
VL,HA,CD06722
SH,HA,CD06723
H,RE,CD06724
L,HA,CD06725
VL,RE,CD06726
L,DE,CD06727
L,DE,CD06728
M,DE,CD06729
H,RE,CD06730
SH,HA,CD06731
SH,DE,CD06732
SH,HA,CD06733
VL,DE,CD06734
SH,DE,CD06735
H,RE,CD06736
SH,RE,CD06737
SH,HA,CD06738
H,DE,CD06739
M,RE,CD06740
VL,DE,CD06741
M,RE,CD06742
SH,RE,CD06743
VL,HA,CD06744
M,RE,CD06745
M,DE,CD06746
H,HA,CD06747
L,RE,CD06748
L,HA,CD06749
H,DE,CD06750
VL,RE,CD06751
M,DE,CD06752
L,RE,CD06753
VL,RE,CD06754
L,HA,CD06755
VL,HA,CD06756
H,HA,CD06757
VL,RE,CD06758
SH,RE,CD06759
SH,HA,CD06760
L,RE,CD06761
VL,HA,CD06762
M,RE,CD06763
VL,RE,CD06764
SH,RE,CD06765
M,HA,CD06766
M,HA,CD06767
VL,HA,CD06768
SH,RE,CD06769
VL,HA,CD06770
VL,RE,CD06771
M,DE,CD06772
L,RE,CD06773
H,HA,CD06774
SH,HA,CD06775
M,RE,CD06776
H,DE,CD06777
H,HA,CD06778
L,RE,CD06779
M,HA,CD06780
SH,HA,CD06781
H,RE,CD06782
SH,RE,CD06783
SH,DE,CD06784
M,HA,CD06785
H,HA,CD06786
M,DE,CD06787
VL,DE,CD06788
VL,DE,CD06789
VL,RE,CD06790
L,DE,CD06791
VL,DE,CD06792
VL,RE,CD06793
H,HA,CD06794
M,HA,CD06795
M,RE,CD06796
L,RE,CD06797
H,RE,CD06798
H,DE,CD06799
VL,DE,CD06800
SH,DE,CD06801
VL,DE,CD06802
L,RE,CD06803
L,DE,CD06804
L,RE,CD06805
H,DE,CD06806
H,DE,CD06807
SH,HA,CD06808
SH,HA,CD06809
SH,DE,CD06810
L,RE,CD06811
VL,RE,CD06812
SH,RE,CD06813
H,DE,CD06814
VL,RE,CD06815
L,DE,CD06816
L,HA,CD06817
M,HA,CD06818
VL,HA,CD06819
M,RE,CD06820
L,HA,CD06821
SH,RE,CD06822
H,HA,CD06823
L,DE,CD06824
H,HA,CD06825
M,HA,CD06826
M,RE,CD06827
H,HA,CD06828
VL,RE,CD06829
L,RE,CD06830
SH,HA,CD06831
M,DE,CD06832
H,RE,CD06833
M,HA,CD06834
L,DE,CD06835
VL,DE,CD06836
M,HA,CD06837
L,DE,CD06838
SH,RE,CD06839
L,RE,CD06840
L,DE,CD06841
L,RE,CD06842
H,RE,CD06843
L,HA,CD06844
SH,HA,CD06845
L,DE,CD06846
VL,RE,CD06847
L,DE,CD06848
H,DE,CD06849
VL,HA,CD06850
H,RE,CD06851
H,DE,CD06852
VL,HA,CD06853
M,RE,CD06854
L,DE,CD06855
H,RE,CD06856
VL,HA,CD06857
M,HA,CD06858
L,RE,CD06859
L,HA,CD06860
VL,RE,CD06861
L,DE,CD06862
L,DE,CD06863
L,HA,CD06864
M,DE,CD06865
SH,DE,CD06866
L,HA,CD06867
L,DE,CD06868
H,HA,CD06869
VL,RE,CD06870
L,HA,CD06871
SH,HA,CD06872
M,RE,CD06873
H,HA,CD06874
VL,DE,CD06875
L,HA,CD06876
H,DE,CD06877
SH,RE,CD06878
H,HA,CD06879
VL,DE,CD06880
SH,HA,CD06881
SH,RE,CD06882
H,DE,CD06883
H,RE,CD06884
M,HA,CD06885
M,HA,CD06886
L,DE,CD06887
SH,DE,CD06888
L,DE,CD06889
M,HA,CD06890
VL,HA,CD06891
L,HA,CD06892
H,DE,CD06893
H,DE,CD06894
H,RE,CD06895
L,RE,CD06896
SH,DE,CD06897
L,DE,CD06898
L,HA,CD06899
M,DE,CD06900
SH,RE,CD06901
M,HA,CD06902
SH,RE,CD06903
SH,RE,CD06904
VL,HA,CD06905
L,RE,CD06906
L,DE,CD06907
SH,RE,CD06908
VL,RE,CD06909
L,RE,CD06910
M,DE,CD06911
H,HA,CD06912
SH,HA,CD06913
SH,HA,CD06914
H,DE,CD06915
SH,RE,CD06916
L,DE,CD06917
VL,DE,CD06918
L,DE,CD06919
SH,DE,CD06920
VL,DE,CD06921
SH,HA,CD06922
SH,HA,CD06923
H,DE,CD06924
L,HA,CD06925
M,DE,CD06926
H,DE,CD06927
L,HA,CD06928
SH,HA,CD06929
L,RE,CD06930
M,DE,CD06931
VL,RE,CD06932
M,RE,CD06933
VL,HA,CD06934
SH,HA,CD06935
H,DE,CD06936
VL,DE,CD06937
L,RE,CD06938
SH,HA,CD06939
L,DE,CD06940
VL,HA,CD06941
L,RE,CD06942
H,RE,CD06943
L,HA,CD06944
M,HA,CD06945
SH,DE,CD06946
H,HA,CD06947
L,HA,CD06948
VL,HA,CD06949
SH,HA,CD06950
SH,HA,CD06951
SH,HA,CD06952
VL,DE,CD06953
VL,HA,CD06954
H,DE,CD06955
SH,RE,CD06956
SH,HA,CD06957
VL,RE,CD06958
H,RE,CD06959
SH,DE,CD06960
M,HA,CD06961
SH,RE,CD06962
SH,DE,CD06963
SH,RE,CD06964
L,RE,CD06965
SH,HA,CD06966
H,DE,CD06967
SH,RE,CD06968
M,DE,CD06969
L,HA,CD06970
H,RE,CD06971
SH,HA,CD06972
L,RE,CD06973
H,DE,CD06974
M,DE,CD06975
SH,DE,CD06976
SH,RE,CD06977
SH,HA,CD06978
SH,HA,CD06979
L,HA,CD06980
SH,HA,CD06981
M,HA,CD06982
H,DE,CD06983
H,DE,CD06984
SH,HA,CD06985
L,HA,CD06986
H,RE,CD06987
H,HA,CD06988
H,DE,CD06989
SH,RE,CD06990
L,HA,CD06991
L,RE,CD06992
M,RE,CD06993
VL,DE,CD06994
L,HA,CD06995
SH,RE,CD06996
L,HA,CD06997
L,HA,CD06998
M,RE,CD06999
SH,HA,CD07000
L,RE,CD07001
L,RE,CD07002
M,RE,CD07003
M,HA,CD07004
H,DE,CD07005
VL,DE,CD07006
H,HA,CD07007
SH,HA,CD07008
L,DE,CD07009
VL,DE,CD07010
VL,DE,CD07011
H,RE,CD07012
SH,DE,CD07013
M,RE,CD07014
L,RE,CD07015
M,HA,CD07016
M,HA,CD07017
VL,DE,CD07018
L,RE,CD07019
VL,HA,CD07020
SH,HA,CD07021
H,DE,CD07022
L,HA,CD07023
SH,RE,CD07024
H,RE,CD07025
H,HA,CD07026
L,HA,CD07027
L,HA,CD07028
VL,DE,CD07029
H,HA,CD07030
L,DE,CD07031
L,DE,CD07032
L,RE,CD07033
SH,RE,CD07034
M,RE,CD07035
SH,DE,CD07036
VL,DE,CD07037
L,DE,CD07038
M,HA,CD07039
L,RE,CD07040
M,DE,CD07041
L,RE,CD07042
H,HA,CD07043
L,DE,CD07044
SH,DE,CD07045
M,RE,CD07046
M,RE,CD07047
M,RE,CD07048
L,RE,CD07049
H,DE,CD07050
VL,DE,CD07051
SH,RE,CD07052
H,HA,CD07053
M,RE,CD07054
VL,HA,CD07055
VL,DE,CD07056
SH,HA,CD07057
SH,DE,CD07058
SH,HA,CD07059
H,DE,CD07060
M,RE,CD07061
SH,RE,CD07062
H,DE,CD07063
SH,HA,CD07064
L,RE,CD07065
VL,DE,CD07066
M,HA,CD07067
SH,RE,CD07068
VL,RE,CD07069
SH,HA,CD07070
SH,RE,CD07071
SH,RE,CD07072
SH,RE,CD07073
M,HA,CD07074
M,DE,CD07075
M,RE,CD07076
H,HA,CD07077
VL,RE,CD07078
M,DE,CD07079
L,HA,CD07080
H,HA,CD07081
H,DE,CD07082
SH,HA,CD07083
M,HA,CD07084
M,RE,CD07085
H,HA,CD07086
L,HA,CD07087
M,DE,CD07088
SH,RE,CD07089
VL,DE,CD07090
SH,DE,CD07091
L,RE,CD07092
L,RE,CD07093
SH,HA,CD07094
L,DE,CD07095
SH,HA,CD07096
H,DE,CD07097
L,HA,CD07098
M,RE,CD07099
M,HA,CD07100
M,DE,CD07101
H,DE,CD07102
VL,DE,CD07103
VL,HA,CD07104
L,DE,CD07105
M,DE,CD07106
VL,HA,CD07107
H,DE,CD07108
M,RE,CD07109
H,DE,CD07110
L,HA,CD07111
VL,HA,CD07112
H,DE,CD07113
VL,RE,CD07114
VL,DE,CD07115
VL,HA,CD07116
M,HA,CD07117
H,RE,CD07118
M,HA,CD07119
VL,HA,CD07120
VL,HA,CD07121
SH,DE,CD07122
H,DE,CD07123
L,RE,CD07124
SH,RE,CD07125
SH,HA,CD07126
L,RE,CD07127
SH,HA,CD07128
H,RE,CD07129
VL,HA,CD07130
H,HA,CD07131
H,DE,CD07132
VL,HA,CD07133
L,HA,CD07134
SH,HA,CD07135
VL,DE,CD07136
L,RE,CD07137
M,RE,CD07138
M,RE,CD07139
M,HA,CD07140
SH,HA,CD07141
SH,RE,CD07142
H,HA,CD07143
M,HA,CD07144
L,RE,CD07145
L,DE,CD07146
SH,HA,CD07147
SH,RE,CD07148
M,HA,CD07149
VL,HA,CD07150
VL,DE,CD07151
VL,RE,CD07152
M,DE,CD07153
VL,DE,CD07154
L,HA,CD07155
SH,RE,CD07156
VL,RE,CD07157
M,DE,CD07158
M,HA,CD07159
M,DE,CD07160
L,DE,CD07161
VL,HA,CD07162
M,DE,CD07163
H,RE,CD07164
SH,RE,CD07165
M,DE,CD07166
H,HA,CD07167
M,DE,CD07168
VL,HA,CD07169
VL,DE,CD07170
VL,RE,CD07171
M,DE,CD07172
M,HA,CD07173
H,HA,CD07174
M,DE,CD07175
VL,DE,CD07176
M,HA,CD07177
VL,RE,CD07178
L,HA,CD07179
H,HA,CD07180
M,RE,CD07181
L,DE,CD07182
SH,RE,CD07183
SH,HA,CD07184
L,HA,CD07185
VL,RE,CD07186
M,DE,CD07187
H,DE,CD07188
SH,DE,CD07189
M,RE,CD07190
M,DE,CD07191
L,RE,CD07192
H,HA,CD07193
M,HA,CD07194
H,RE,CD07195
M,RE,CD07196
SH,DE,CD07197
L,DE,CD07198
H,RE,CD07199
H,DE,CD07200
M,RE,CD07201
VL,RE,CD07202
H,RE,CD07203
L,HA,CD07204
M,RE,CD07205
VL,RE,CD07206
VL,HA,CD07207
M,DE,CD07208
VL,RE,CD07209
H,DE,CD07210
SH,RE,CD07211
VL,HA,CD07212
L,DE,CD07213
VL,HA,CD07214
M,RE,CD07215
VL,RE,CD07216
SH,DE,CD07217
VL,RE,CD07218
M,HA,CD07219
L,HA,CD07220
SH,HA,CD07221
L,HA,CD07222
VL,DE,CD07223
H,HA,CD07224
H,HA,CD07225
L,RE,CD07226
M,HA,CD07227
M,HA,CD07228
VL,RE,CD07229
SH,RE,CD07230
M,DE,CD07231
L,DE,CD07232
H,RE,CD07233
SH,RE,CD07234
H,DE,CD07235
SH,HA,CD07236
M,RE,CD07237
SH,RE,CD07238
M,RE,CD07239
M,HA,CD07240
H,HA,CD07241
L,DE,CD07242
M,RE,CD07243
M,RE,CD07244
M,RE,CD07245
H,DE,CD07246
M,HA,CD07247
H,HA,CD07248
SH,DE,CD07249
L,HA,CD07250
M,RE,CD07251
VL,RE,CD07252
VL,RE,CD07253
L,HA,CD07254
M,HA,CD07255
VL,HA,CD07256
L,HA,CD07257
SH,DE,CD07258
H,HA,CD07259
H,HA,CD07260
L,DE,CD07261
SH,RE,CD07262
M,HA,CD07263
VL,DE,CD07264
VL,DE,CD07265
H,HA,CD07266
SH,HA,CD07267
M,RE,CD07268
L,HA,CD07269
L,HA,CD07270
VL,DE,CD07271
SH,RE,CD07272
L,DE,CD07273
SH,RE,CD07274
M,DE,CD07275
VL,RE,CD07276
VL,RE,CD07277
H,DE,CD07278
M,DE,CD07279
SH,RE,CD07280
L,DE,CD07281
L,HA,CD07282
SH,RE,CD07283
VL,DE,CD07284
VL,HA,CD07285
SH,HA,CD07286
SH,RE,CD07287
SH,RE,CD07288
L,HA,CD07289
H,DE,CD07290
SH,DE,CD07291
M,RE,CD07292
VL,RE,CD07293
VL,RE,CD07294
VL,HA,CD07295
M,HA,CD07296
VL,RE,CD07297
SH,HA,CD07298
VL,DE,CD07299
SH,HA,CD07300
L,HA,CD07301
M,RE,CD07302
VL,RE,CD07303
SH,HA,CD07304
VL,HA,CD07305
SH,RE,CD07306
M,RE,CD07307
H,RE,CD07308
VL,DE,CD07309
SH,DE,CD07310
L,RE,CD07311
SH,HA,CD07312
H,RE,CD07313
SH,DE,CD07314
M,DE,CD07315
VL,DE,CD07316
L,HA,CD07317
H,RE,CD07318
M,RE,CD07319
H,DE,CD07320
L,RE,CD07321
H,HA,CD07322
L,RE,CD07323
H,HA,CD07324
L,DE,CD07325
M,RE,CD07326
M,RE,CD07327
M,RE,CD07328
L,DE,CD07329
H,HA,CD07330
VL,DE,CD07331
M,DE,CD07332
H,HA,CD07333
L,HA,CD07334
VL,RE,CD07335
VL,RE,CD07336
M,DE,CD07337
M,DE,CD07338
SH,RE,CD07339
VL,HA,CD07340
L,DE,CD07341
VL,HA,CD07342
M,RE,CD07343
VL,DE,CD07344
M,RE,CD07345
VL,DE,CD07346
H,DE,CD07347
M,HA,CD07348
SH,DE,CD07349
VL,DE,CD07350
M,HA,CD07351
H,HA,CD07352
L,HA,CD07353
M,RE,CD07354
H,RE,CD07355
VL,RE,CD07356
L,RE,CD07357
VL,DE,CD07358
SH,HA,CD07359
H,DE,CD07360
VL,DE,CD07361
L,RE,CD07362
SH,DE,CD07363
H,HA,CD07364
SH,DE,CD07365
H,HA,CD07366
L,HA,CD07367
L,HA,CD07368
H,RE,CD07369
H,RE,CD07370
VL,RE,CD07371
SH,DE,CD07372
H,RE,CD07373
L,DE,CD07374
H,DE,CD07375
SH,RE,CD07376
VL,HA,CD07377
H,RE,CD07378
M,HA,CD07379
VL,RE,CD07380
L,RE,CD07381
H,RE,CD07382
H,RE,CD07383
L,RE,CD07384
H,HA,CD07385
M,HA,CD07386
VL,RE,CD07387
M,DE,CD07388
L,RE,CD07389
L,RE,CD07390
L,DE,CD07391
H,HA,CD07392
L,RE,CD07393
H,RE,CD07394
SH,RE,CD07395
H,HA,CD07396
VL,DE,CD07397
M,DE,CD07398
M,HA,CD07399
M,DE,CD07400
M,RE,CD07401
VL,RE,CD07402
H,DE,CD07403
VL,RE,CD07404
M,DE,CD07405
L,HA,CD07406
VL,HA,CD07407
M,DE,CD07408
SH,RE,CD07409
M,DE,CD07410
SH,HA,CD07411
L,HA,CD07412
L,HA,CD07413
VL,RE,CD07414
L,RE,CD07415
SH,DE,CD07416
H,DE,CD07417
L,HA,CD07418
L,HA,CD07419
VL,HA,CD07420
SH,RE,CD07421
L,DE,CD07422
SH,HA,CD07423
SH,DE,CD07424
VL,HA,CD07425
L,DE,CD07426
M,HA,CD07427
VL,HA,CD07428
SH,RE,CD07429
H,RE,CD07430
M,RE,CD07431
H,DE,CD07432
L,HA,CD07433
SH,RE,CD07434
VL,DE,CD07435
SH,RE,CD07436
VL,HA,CD07437
L,RE,CD07438
L,RE,CD07439
L,HA,CD07440
L,HA,CD07441
L,DE,CD07442
L,HA,CD07443
VL,DE,CD07444
H,HA,CD07445
H,DE,CD07446
SH,DE,CD07447
L,DE,CD07448
M,HA,CD07449
L,HA,CD07450
M,DE,CD07451
VL,RE,CD07452
M,DE,CD07453
L,HA,CD07454
SH,RE,CD07455
L,DE,CD07456
M,DE,CD07457
L,RE,CD07458
VL,DE,CD07459
H,HA,CD07460
M,RE,CD07461
H,HA,CD07462
M,DE,CD07463
H,HA,CD07464
SH,HA,CD07465
M,HA,CD07466
SH,RE,CD07467
L,HA,CD07468
L,HA,CD07469
L,DE,CD07470
H,RE,CD07471
SH,DE,CD07472
H,HA,CD07473
L,HA,CD07474
VL,DE,CD07475
M,DE,CD07476
M,DE,CD07477
SH,DE,CD07478
H,RE,CD07479
VL,DE,CD07480
VL,RE,CD07481
L,DE,CD07482
VL,DE,CD07483
H,RE,CD07484
SH,RE,CD07485
VL,DE,CD07486
H,DE,CD07487
H,RE,CD07488
L,DE,CD07489
VL,DE,CD07490
H,RE,CD07491
VL,DE,CD07492
SH,DE,CD07493
H,RE,CD07494
H,DE,CD07495
SH,RE,CD07496
H,HA,CD07497
VL,RE,CD07498
VL,HA,CD07499
VL,HA,CD07500
VL,HA,CD07501
SH,HA,CD07502
VL,RE,CD07503
M,DE,CD07504
SH,RE,CD07505
SH,DE,CD07506
VL,DE,CD07507
M,HA,CD07508
H,HA,CD07509
SH,DE,CD07510
SH,RE,CD07511
VL,HA,CD07512
VL,DE,CD07513
SH,HA,CD07514
VL,HA,CD07515
SH,DE,CD07516
SH,DE,CD07517
L,HA,CD07518
VL,DE,CD07519
SH,RE,CD07520
H,HA,CD07521
H,HA,CD07522
M,DE,CD07523
M,DE,CD07524
SH,HA,CD07525
SH,RE,CD07526
L,RE,CD07527
SH,HA,CD07528
SH,DE,CD07529
H,RE,CD07530
L,RE,CD07531
M,DE,CD07532
M,DE,CD07533
SH,RE,CD07534
VL,HA,CD07535
L,RE,CD07536
VL,RE,CD07537
SH,DE,CD07538
M,HA,CD07539
M,DE,CD07540
M,HA,CD07541
L,HA,CD07542
VL,DE,CD07543
SH,RE,CD07544
H,RE,CD07545
VL,HA,CD07546
M,DE,CD07547
VL,RE,CD07548
H,RE,CD07549
SH,RE,CD07550
SH,HA,CD07551
L,RE,CD07552
M,DE,CD07553
SH,RE,CD07554
L,HA,CD07555
M,DE,CD07556
SH,HA,CD07557
L,HA,CD07558
L,DE,CD07559
SH,HA,CD07560
SH,RE,CD07561
L,RE,CD07562
M,RE,CD07563
VL,DE,CD07564
M,HA,CD07565
L,HA,CD07566
SH,DE,CD07567
H,DE,CD07568
VL,DE,CD07569
M,RE,CD07570
SH,RE,CD07571
SH,DE,CD07572
H,HA,CD07573
VL,RE,CD07574
SH,RE,CD07575
VL,DE,CD07576
L,DE,CD07577
SH,RE,CD07578
SH,RE,CD07579
H,RE,CD07580
VL,DE,CD07581
L,RE,CD07582
VL,DE,CD07583
SH,RE,CD07584
SH,HA,CD07585
VL,HA,CD07586
VL,HA,CD07587
M,RE,CD07588
SH,HA,CD07589
H,DE,CD07590
VL,RE,CD07591
M,DE,CD07592
M,HA,CD07593
M,DE,CD07594
M,DE,CD07595
SH,DE,CD07596
H,DE,CD07597
VL,HA,CD07598
SH,DE,CD07599
L,HA,CD07600
SH,DE,CD07601
M,HA,CD07602
VL,RE,CD07603
H,RE,CD07604
M,RE,CD07605
L,RE,CD07606
SH,DE,CD07607
VL,HA,CD07608
VL,RE,CD07609
H,RE,CD07610
L,RE,CD07611
H,RE,CD07612
SH,RE,CD07613
H,HA,CD07614
SH,RE,CD07615
M,RE,CD07616
H,RE,CD07617
M,DE,CD07618
M,HA,CD07619
H,DE,CD07620
SH,HA,CD07621
SH,HA,CD07622
L,HA,CD07623
L,HA,CD07624
M,HA,CD07625
M,DE,CD07626
M,RE,CD07627
H,DE,CD07628
L,HA,CD07629
L,DE,CD07630
H,HA,CD07631
SH,RE,CD07632
SH,RE,CD07633
L,HA,CD07634
H,DE,CD07635
H,RE,CD07636
L,DE,CD07637
SH,HA,CD07638
H,DE,CD07639
SH,DE,CD07640
SH,RE,CD07641
L,DE,CD07642
SH,RE,CD07643
VL,DE,CD07644
VL,RE,CD07645
M,DE,CD07646
SH,RE,CD07647
L,HA,CD07648
H,RE,CD07649
H,HA,CD07650
M,DE,CD07651
SH,RE,CD07652
SH,HA,CD07653
M,DE,CD07654
SH,DE,CD07655
M,HA,CD07656
L,DE,CD07657
SH,RE,CD07658
VL,RE,CD07659
VL,HA,CD07660
SH,DE,CD07661
VL,DE,CD07662
SH,HA,CD07663
H,RE,CD07664
M,DE,CD07665
L,DE,CD07666
SH,HA,CD07667
H,DE,CD07668
SH,RE,CD07669
VL,HA,CD07670
M,DE,CD07671
M,DE,CD07672
SH,HA,CD07673
VL,DE,CD07674
L,DE,CD07675
SH,DE,CD07676
SH,DE,CD07677
SH,RE,CD07678
VL,RE,CD07679
M,DE,CD07680
SH,HA,CD07681
M,HA,CD07682
VL,DE,CD07683
M,HA,CD07684
SH,HA,CD07685
VL,DE,CD07686
L,RE,CD07687
H,HA,CD07688
L,RE,CD07689
M,HA,CD07690
L,HA,CD07691
VL,RE,CD07692
SH,DE,CD07693
L,HA,CD07694
VL,RE,CD07695
VL,DE,CD07696
M,DE,CD07697
SH,HA,CD07698
L,RE,CD07699
L,DE,CD07700
H,HA,CD07701
M,RE,CD07702
SH,RE,CD07703
VL,RE,CD07704
H,HA,CD07705
H,HA,CD07706
VL,HA,CD07707
M,RE,CD07708
SH,RE,CD07709
VL,DE,CD07710
VL,HA,CD07711
L,RE,CD07712
M,DE,CD07713
SH,RE,CD07714
VL,HA,CD07715
M,DE,CD07716
M,HA,CD07717
L,DE,CD07718
H,HA,CD07719
L,HA,CD07720
SH,RE,CD07721
H,HA,CD07722
M,RE,CD07723
SH,HA,CD07724
M,HA,CD07725
L,HA,CD07726
M,RE,CD07727
M,HA,CD07728
M,HA,CD07729
VL,RE,CD07730
M,DE,CD07731
L,HA,CD07732
M,DE,CD07733
SH,DE,CD07734
H,DE,CD07735
L,RE,CD07736
VL,HA,CD07737
VL,RE,CD07738
SH,RE,CD07739
M,HA,CD07740
L,DE,CD07741
VL,RE,CD07742
VL,HA,CD07743
H,RE,CD07744
M,HA,CD07745
L,RE,CD07746
M,DE,CD07747
SH,HA,CD07748
H,DE,CD07749
L,HA,CD07750
VL,RE,CD07751
L,HA,CD07752
L,RE,CD07753
L,HA,CD07754
L,RE,CD07755
VL,RE,CD07756
L,HA,CD07757
SH,HA,CD07758
H,DE,CD07759
L,RE,CD07760
VL,DE,CD07761
L,DE,CD07762
H,RE,CD07763
L,DE,CD07764
SH,RE,CD07765
SH,RE,CD07766
H,HA,CD07767
L,RE,CD07768
H,DE,CD07769
L,HA,CD07770
H,DE,CD07771
SH,RE,CD07772
VL,RE,CD07773
VL,RE,CD07774
H,DE,CD07775
M,RE,CD07776
SH,HA,CD07777
H,DE,CD07778
H,HA,CD07779
H,RE,CD07780
SH,DE,CD07781
L,HA,CD07782
VL,DE,CD07783
H,DE,CD07784
H,RE,CD07785
M,HA,CD07786
H,HA,CD07787
VL,DE,CD07788
L,RE,CD07789
VL,DE,CD07790
M,HA,CD07791
VL,RE,CD07792
SH,RE,CD07793
L,HA,CD07794
VL,RE,CD07795
M,DE,CD07796
H,HA,CD07797
SH,DE,CD07798
L,RE,CD07799
H,DE,CD07800
L,RE,CD07801
VL,HA,CD07802
VL,RE,CD07803
L,HA,CD07804
L,HA,CD07805
L,HA,CD07806
SH,DE,CD07807
SH,DE,CD07808
H,RE,CD07809
H,HA,CD07810
H,HA,CD07811
SH,RE,CD07812
VL,HA,CD07813
M,RE,CD07814
H,DE,CD07815
VL,DE,CD07816
L,RE,CD07817
L,HA,CD07818
M,DE,CD07819
VL,RE,CD07820
M,RE,CD07821
H,DE,CD07822
VL,HA,CD07823
H,RE,CD07824
M,HA,CD07825
L,DE,CD07826
M,DE,CD07827
L,DE,CD07828
SH,HA,CD07829
L,HA,CD07830
H,DE,CD07831
M,HA,CD07832
VL,DE,CD07833
SH,HA,CD07834
M,RE,CD07835
SH,DE,CD07836
SH,RE,CD07837
M,HA,CD07838
L,HA,CD07839
H,HA,CD07840
H,DE,CD07841
L,DE,CD07842
VL,HA,CD07843
L,HA,CD07844
M,RE,CD07845
L,HA,CD07846
VL,RE,CD07847
M,DE,CD07848
SH,DE,CD07849
L,DE,CD07850
M,RE,CD07851
H,HA,CD07852
H,RE,CD07853
M,HA,CD07854
SH,RE,CD07855
H,HA,CD07856
L,RE,CD07857
H,RE,CD07858
H,RE,CD07859
SH,RE,CD07860
VL,DE,CD07861
H,DE,CD07862
SH,DE,CD07863
SH,RE,CD07864
H,DE,CD07865
L,HA,CD07866
L,DE,CD07867
L,RE,CD07868
VL,HA,CD07869
M,RE,CD07870
M,RE,CD07871
L,RE,CD07872
VL,RE,CD07873
VL,HA,CD07874
VL,DE,CD07875
VL,RE,CD07876
VL,RE,CD07877
H,RE,CD07878
L,HA,CD07879
L,HA,CD07880
H,RE,CD07881
H,HA,CD07882
M,DE,CD07883
VL,DE,CD07884
VL,RE,CD07885
VL,RE,CD07886
M,HA,CD07887
SH,RE,CD07888
M,RE,CD07889
H,DE,CD07890
L,HA,CD07891
VL,HA,CD07892
SH,DE,CD07893
M,RE,CD07894
SH,RE,CD07895
SH,DE,CD07896
L,RE,CD07897
L,DE,CD07898
M,RE,CD07899
H,HA,CD07900
M,RE,CD07901
L,RE,CD07902
SH,DE,CD07903
H,DE,CD07904
VL,RE,CD07905
M,HA,CD07906
SH,RE,CD07907
H,HA,CD07908
M,HA,CD07909
H,RE,CD07910
L,HA,CD07911
SH,HA,CD07912
L,DE,CD07913
M,HA,CD07914
M,DE,CD07915
H,HA,CD07916
M,HA,CD07917
L,HA,CD07918
H,HA,CD07919
M,DE,CD07920
M,DE,CD07921
VL,HA,CD07922
H,HA,CD07923
H,DE,CD07924
M,DE,CD07925
L,RE,CD07926
SH,DE,CD07927
M,RE,CD07928
H,RE,CD07929
SH,HA,CD07930
L,DE,CD07931
L,RE,CD07932
L,RE,CD07933
L,HA,CD07934
L,DE,CD07935
VL,DE,CD07936
M,DE,CD07937
L,HA,CD07938
H,RE,CD07939
SH,DE,CD07940
H,HA,CD07941
SH,HA,CD07942
H,RE,CD07943
M,RE,CD07944
H,HA,CD07945
H,DE,CD07946
M,RE,CD07947
M,RE,CD07948
L,RE,CD07949
M,HA,CD07950
H,DE,CD07951
H,HA,CD07952
L,RE,CD07953
M,HA,CD07954
M,DE,CD07955
VL,DE,CD07956
VL,DE,CD07957
H,DE,CD07958
L,RE,CD07959
M,RE,CD07960
H,RE,CD07961
M,RE,CD07962
VL,HA,CD07963
M,HA,CD07964
M,RE,CD07965
VL,HA,CD07966
SH,HA,CD07967
SH,DE,CD07968
H,HA,CD07969
SH,RE,CD07970
L,RE,CD07971
M,RE,CD07972
M,HA,CD07973
SH,RE,CD07974
VL,RE,CD07975
H,RE,CD07976
SH,DE,CD07977
SH,RE,CD07978
L,HA,CD07979
M,HA,CD07980
M,HA,CD07981
M,HA,CD07982
M,HA,CD07983
VL,HA,CD07984
L,RE,CD07985
M,HA,CD07986
H,HA,CD07987
H,RE,CD07988
SH,RE,CD07989
SH,HA,CD07990
H,RE,CD07991
L,DE,CD07992
L,RE,CD07993
L,RE,CD07994
M,DE,CD07995
SH,DE,CD07996
SH,HA,CD07997
H,RE,CD07998
SH,HA,CD07999
SH,HA,CD08000
L,RE,CD08001
L,RE,CD08002
VL,RE,CD08003
VL,HA,CD08004
M,HA,CD08005
H,RE,CD08006
VL,DE,CD08007
L,RE,CD08008
SH,RE,CD08009
SH,HA,CD08010
VL,DE,CD08011
M,HA,CD08012
SH,RE,CD08013
L,RE,CD08014
H,HA,CD08015
VL,HA,CD08016
L,RE,CD08017
M,HA,CD08018
L,HA,CD08019
L,RE,CD08020
SH,HA,CD08021
H,DE,CD08022
M,RE,CD08023
H,HA,CD08024
M,DE,CD08025
VL,HA,CD08026
VL,DE,CD08027
SH,HA,CD08028
VL,DE,CD08029
H,RE,CD08030
VL,DE,CD08031
SH,HA,CD08032
SH,HA,CD08033
M,RE,CD08034
M,RE,CD08035
SH,RE,CD08036
M,HA,CD08037
H,DE,CD08038
H,RE,CD08039
L,DE,CD08040
SH,RE,CD08041
VL,RE,CD08042
H,HA,CD08043
H,DE,CD08044
SH,HA,CD08045
H,HA,CD08046
SH,HA,CD08047
L,RE,CD08048
VL,RE,CD08049
M,DE,CD08050
M,HA,CD08051
M,DE,CD08052
VL,DE,CD08053
L,DE,CD08054
H,HA,CD08055
M,HA,CD08056
H,HA,CD08057
M,HA,CD08058
M,DE,CD08059
H,DE,CD08060
