Power Outage (min),Power Downtime (min),Temperature (C),Current Load (kW),Usage Stats,region_stats,date
33329,21,42,22,19,West,2024-09-01 00:00:00
27531,16,44,22,12,East,2023-03-17 00:00:00
15389,35,26,22,12,West,2024-06-29 00:00:00
33584,30,43,11,15,East,2020-02-09 00:00:00
44314,41,40,11,17,North,2024-09-14 00:00:00
40362,73,27,22,15,North,2024-11-15 00:00:00
16707,75,25,11,18,South,2024-11-28 00:00:00
30426,65,45,11,22,South,2021-05-10 00:00:00
44523,95,26,11,15,East,2021-11-29 00:00:00
25710,19,30,11,17,North,2020-01-06 00:00:00
38677,105,35,11,21,West,2022-11-16 00:00:00
25726,26,36,22,17,South,2020-02-05 00:00:00
39422,115,28,11,21,South,2020-06-18 00:00:00
15771,55,40,11,16,North,2020-11-22 00:00:00
26633,54,27,22,14,East,2021-09-10 00:00:00
19892,17,22,11,18,North,2023-09-01 00:00:00
32939,79,30,22,18,West,2023-07-01 00:00:00
25304,14,41,11,21,East,2022-12-03 00:00:00
19330,68,40,22,17,North,2022-12-29 00:00:00
19857,15,43,11,20,South,2024-05-22 00:00:00
31131,30,19,22,21,North,2020-07-29 00:00:00
41640,110,15,11,18,North,2024-03-17 00:00:00
38507,34,33,22,18,South,2024-06-29 00:00:00
21390,83,37,22,19,East,2023-06-06 00:00:00
43016,104,19,22,21,East,2022-07-02 00:00:00
35265,43,27,11,19,North,2022-05-09 00:00:00
44911,46,23,22,11,West,2024-01-27 00:00:00
18928,103,40,11,18,West,2024-07-10 00:00:00
23553,52,20,22,15,North,2020-06-19 00:00:00
24134,34,41,22,18,West,2023-02-26 00:00:00
36369,117,40,11,13,West,2021-10-09 00:00:00
31222,100,42,22,18,West,2023-02-28 00:00:00
43732,90,35,11,12,West,2022-10-06 00:00:00
17138,45,23,22,17,South,2024-04-27 00:00:00
40753,67,32,22,13,North,2022-10-10 00:00:00
25325,53,22,11,19,West,2022-05-22 00:00:00
28699,118,25,22,22,South,2023-05-16 00:00:00
22900,31,40,22,12,West,2020-05-14 00:00:00
32268,9,43,11,17,West,2020-03-22 00:00:00
29301,18,25,11,17,East,2020-01-07 00:00:00
40955,15,29,11,13,South,2024-08-12 00:00:00
27890,16,18,22,17,East,2023-07-17 00:00:00
44424,52,34,22,16,North,2023-03-06 00:00:00
18731,14,29,11,17,South,2022-08-27 00:00:00
43010,105,29,22,20,West,2020-10-20 00:00:00
17682,87,34,11,14,East,2024-09-21 00:00:00
33551,117,40,11,13,North,2021-08-17 00:00:00
40494,37,39,22,22,West,2021-05-09 00:00:00
36688,119,20,22,16,South,2021-04-26 00:00:00
29471,91,23,22,13,East,2023-08-11 00:00:00
18129,66,27,11,15,East,2024-10-10 00:00:00
36234,76,27,22,21,South,2020-09-30 00:00:00
16153,16,28,22,17,North,2020-07-05 00:00:00
15540,71,18,11,21,North,2024-04-14 00:00:00
20727,46,36,22,19,South,2022-08-12 00:00:00
21923,116,41,11,21,West,2023-07-03 00:00:00
35397,94,22,11,11,South,2021-07-24 00:00:00
29988,119,38,22,22,South,2023-09-12 00:00:00
37561,64,39,22,16,North,2022-06-08 00:00:00
42424,79,41,22,18,West,2020-08-20 00:00:00
22149,6,43,22,12,East,2020-09-26 00:00:00
22910,84,23,22,16,North,2022-02-20 00:00:00
19166,17,16,11,18,North,2024-08-18 00:00:00
19765,71,35,11,12,East,2024-04-30 00:00:00
18396,100,26,11,21,East,2023-09-30 00:00:00
28880,68,34,11,17,North,2024-10-05 00:00:00
31676,77,19,22,12,East,2022-08-20 00:00:00
40894,38,45,22,21,West,2022-12-24 00:00:00
19089,101,41,22,17,West,2021-08-25 00:00:00
18986,69,45,22,19,West,2022-01-25 00:00:00
21547,81,22,22,14,East,2022-04-02 00:00:00
27001,54,26,11,11,South,2021-10-30 00:00:00
27799,68,33,22,15,North,2023-06-05 00:00:00
38593,113,45,22,11,West,2022-04-11 00:00:00
42872,80,18,22,11,West,2020-10-26 00:00:00
37544,95,44,22,14,East,2020-06-22 00:00:00
20435,75,19,11,13,North,2024-12-24 00:00:00
33583,119,19,11,13,North,2021-04-23 00:00:00
39172,105,24,22,11,South,2023-07-18 00:00:00
37261,82,21,11,17,West,2022-08-16 00:00:00
34868,101,19,22,16,West,2021-08-03 00:00:00
40122,44,28,22,14,South,2024-12-11 00:00:00
33221,90,40,11,13,South,2024-06-30 00:00:00
17718,85,45,22,17,South,2020-07-20 00:00:00
33128,107,31,11,18,South,2024-10-21 00:00:00
35743,109,45,11,19,North,2020-07-07 00:00:00
38393,15,21,11,20,East,2020-04-11 00:00:00
42255,54,21,22,18,West,2020-07-19 00:00:00
32352,86,43,11,22,South,2023-10-26 00:00:00
23682,91,27,11,11,East,2024-12-09 00:00:00
37690,54,29,22,21,East,2021-07-14 00:00:00
34368,89,29,22,13,West,2020-09-06 00:00:00
25340,47,33,22,17,South,2021-08-17 00:00:00
43520,12,22,11,20,East,2024-03-03 00:00:00
37588,12,37,11,12,North,2020-11-22 00:00:00
34795,12,27,22,22,North,2023-10-26 00:00:00
31446,89,23,11,19,North,2022-05-02 00:00:00
17966,8,24,11,22,North,2024-08-30 00:00:00
29494,116,18,22,12,North,2020-10-03 00:00:00
36213,71,25,22,22,South,2021-08-14 00:00:00
20307,66,18,22,15,East,2020-04-07 00:00:00
40283,29,33,11,20,West,2023-07-22 00:00:00
42835,19,24,11,11,North,2024-01-19 00:00:00
34419,9,27,22,11,West,2024-02-17 00:00:00
26068,81,37,11,16,East,2023-04-16 00:00:00
24293,9,38,11,14,East,2022-06-08 00:00:00
36048,119,42,22,21,South,2024-05-26 00:00:00
22950,99,18,11,20,West,2022-07-28 00:00:00
15963,78,23,11,14,East,2021-12-11 00:00:00
16665,113,17,11,17,South,2023-03-26 00:00:00
36638,37,37,22,12,East,2022-11-28 00:00:00
39368,7,15,22,12,West,2023-10-16 00:00:00
40130,95,30,11,22,North,2021-10-12 00:00:00
18331,46,28,11,17,South,2024-02-06 00:00:00
34197,76,38,22,21,East,2024-02-09 00:00:00
41465,42,20,22,16,East,2023-06-05 00:00:00
39836,49,37,11,22,South,2024-01-14 00:00:00
19307,5,21,22,14,South,2021-08-22 00:00:00
23101,22,42,22,22,South,2023-10-07 00:00:00
38696,9,43,22,13,North,2022-11-06 00:00:00
36056,5,35,22,11,East,2021-06-04 00:00:00
18341,12,29,22,14,South,2024-11-07 00:00:00
18713,77,19,11,16,West,2022-01-31 00:00:00
40469,77,19,11,20,East,2020-02-20 00:00:00
26232,64,16,22,20,West,2023-05-17 00:00:00
22534,94,27,22,21,West,2022-03-21 00:00:00
26598,39,21,11,21,West,2024-03-18 00:00:00
33553,7,37,22,18,East,2024-07-25 00:00:00
30341,23,28,11,22,South,2021-09-09 00:00:00
42838,19,24,22,11,West,2023-09-08 00:00:00
35571,110,31,11,13,East,2020-03-16 00:00:00
44648,9,17,22,22,North,2020-02-23 00:00:00
26730,105,32,22,13,North,2021-06-18 00:00:00
33807,47,38,11,18,South,2024-10-29 00:00:00
39964,68,34,11,22,South,2023-06-25 00:00:00
29210,59,23,22,18,West,2023-04-15 00:00:00
31010,111,18,11,12,South,2023-09-08 00:00:00
18200,18,17,22,11,South,2024-09-06 00:00:00
38404,40,26,22,16,South,2020-03-10 00:00:00
28311,68,27,22,14,North,2020-10-25 00:00:00
40693,18,18,11,22,South,2020-04-28 00:00:00
35081,39,25,22,22,South,2023-11-25 00:00:00
38270,66,17,11,14,East,2020-04-27 00:00:00
18135,98,19,22,19,West,2021-11-17 00:00:00
16972,23,26,22,18,East,2022-01-03 00:00:00
25317,77,17,22,21,South,2023-11-18 00:00:00
39140,12,31,22,13,North,2023-04-24 00:00:00
23551,54,16,11,16,West,2021-05-25 00:00:00
26342,53,35,22,15,East,2022-05-19 00:00:00
26147,97,18,11,16,East,2022-01-04 00:00:00
21215,115,24,11,18,East,2022-06-13 00:00:00
36616,19,18,22,11,North,2024-07-01 00:00:00
32272,63,38,22,11,South,2024-09-06 00:00:00
42203,52,44,11,22,East,2023-04-22 00:00:00
21777,33,18,22,14,West,2021-02-05 00:00:00
22059,40,40,22,18,South,2023-09-15 00:00:00
23431,101,41,22,22,West,2021-10-07 00:00:00
29225,113,37,22,21,East,2020-02-25 00:00:00
27651,11,15,22,19,North,2023-07-23 00:00:00
25612,26,19,11,12,South,2022-04-01 00:00:00
37677,82,19,22,12,West,2022-09-22 00:00:00
44747,23,39,22,19,East,2022-06-09 00:00:00
41898,100,34,11,17,East,2020-04-21 00:00:00
38615,80,23,22,18,South,2020-04-17 00:00:00
26316,98,25,22,17,South,2021-04-23 00:00:00
38048,55,43,22,16,East,2021-12-17 00:00:00
43731,21,45,22,17,East,2020-02-12 00:00:00
20908,54,43,11,22,East,2021-11-20 00:00:00
34603,84,45,11,17,North,2022-09-07 00:00:00
17522,100,21,22,12,West,2021-02-21 00:00:00
24535,76,15,22,18,North,2024-02-09 00:00:00
29733,109,30,11,15,East,2024-10-23 00:00:00
18952,43,44,11,17,South,2024-10-18 00:00:00
33067,89,27,11,19,South,2020-09-03 00:00:00
27930,106,25,11,20,South,2020-01-16 00:00:00
39847,71,21,22,20,North,2022-09-21 00:00:00
18581,92,34,22,17,South,2021-06-11 00:00:00
27193,31,45,22,15,North,2020-06-19 00:00:00
18270,65,32,11,19,West,2023-05-05 00:00:00
22780,34,23,22,19,West,2022-05-02 00:00:00
33256,84,30,22,19,South,2021-04-26 00:00:00
18727,38,36,22,19,West,2021-12-29 00:00:00
22138,69,38,22,17,East,2020-02-16 00:00:00
37185,51,34,11,13,East,2020-07-21 00:00:00
40241,5,22,22,15,North,2020-09-04 00:00:00
17712,95,32,11,19,East,2024-11-13 00:00:00
24567,57,24,11,20,West,2023-07-11 00:00:00
20174,30,22,11,22,West,2023-03-14 00:00:00
28732,62,44,22,15,West,2023-05-07 00:00:00
36681,93,31,11,20,North,2024-10-02 00:00:00
21435,85,34,22,14,South,2021-03-16 00:00:00
25790,56,17,11,20,West,2021-03-27 00:00:00
32824,105,38,11,20,North,2022-04-13 00:00:00
41522,105,32,11,21,West,2021-05-01 00:00:00
42009,38,30,22,19,North,2023-09-24 00:00:00
37894,17,38,11,15,West,2022-01-31 00:00:00
38994,94,23,11,16,North,2022-08-23 00:00:00
39695,89,24,11,22,West,2022-08-11 00:00:00
44381,56,23,11,15,South,2023-07-12 00:00:00
30855,5,16,22,20,South,2022-06-02 00:00:00
35659,119,37,11,21,South,2021-02-01 00:00:00
16190,20,44,22,17,South,2022-01-02 00:00:00
28536,58,30,22,13,East,2023-07-12 00:00:00
31382,100,18,22,16,East,2023-03-22 00:00:00
25366,78,44,22,16,East,2024-01-26 00:00:00
32451,101,45,22,16,East,2023-08-12 00:00:00
42660,112,26,11,16,South,2021-11-27 00:00:00
36915,71,19,11,20,East,2024-06-06 00:00:00
23829,93,17,22,19,West,2022-07-06 00:00:00
19340,68,45,11,11,North,2022-11-25 00:00:00
38305,55,19,22,16,North,2022-12-23 00:00:00
17146,49,45,11,13,North,2022-10-19 00:00:00
20348,45,31,22,14,West,2020-04-06 00:00:00
25834,47,28,11,19,North,2023-11-11 00:00:00
29681,78,40,11,14,West,2024-01-23 00:00:00
35195,76,32,22,16,North,2024-04-20 00:00:00
38912,108,38,11,20,South,2020-06-07 00:00:00
37479,73,34,22,16,West,2024-11-22 00:00:00
17276,6,39,11,20,North,2020-05-27 00:00:00
31450,66,23,22,15,South,2023-03-16 00:00:00
26634,108,45,11,15,West,2024-05-30 00:00:00
32177,85,24,22,14,South,2020-10-19 00:00:00
25968,88,39,22,18,East,2024-02-10 00:00:00
26759,46,32,22,16,West,2021-07-29 00:00:00
17433,33,43,22,21,South,2021-03-12 00:00:00
40422,31,20,11,22,North,2020-08-09 00:00:00
39726,78,31,22,21,East,2024-12-30 00:00:00
22554,62,33,22,16,South,2021-05-29 00:00:00
42427,83,31,11,13,South,2020-02-23 00:00:00
27670,57,41,22,20,East,2020-10-01 00:00:00
21804,60,29,22,14,East,2024-02-17 00:00:00
39180,10,23,11,17,East,2022-03-25 00:00:00
25057,90,41,11,12,South,2021-07-15 00:00:00
29698,43,44,11,17,East,2024-07-26 00:00:00
34494,17,16,11,19,East,2023-07-25 00:00:00
27464,27,24,22,15,North,2022-11-18 00:00:00
29803,80,16,22,22,West,2022-12-24 00:00:00
24864,31,42,11,12,East,2022-08-28 00:00:00
28923,76,43,22,15,South,2024-03-28 00:00:00
36657,78,27,22,15,West,2024-02-06 00:00:00
36499,25,25,22,17,West,2021-12-27 00:00:00
38681,53,17,11,22,North,2020-04-18 00:00:00
33638,44,34,22,18,North,2023-10-08 00:00:00
34721,83,23,22,17,West,2023-01-19 00:00:00
16521,76,25,22,14,North,2021-02-14 00:00:00
15516,63,21,22,13,East,2020-12-20 00:00:00
39102,6,45,11,20,East,2021-10-01 00:00:00
43607,54,44,11,11,West,2023-08-18 00:00:00
19591,102,39,11,15,West,2024-10-19 00:00:00
32997,6,19,22,12,South,2022-04-21 00:00:00
21641,33,18,11,11,East,2024-02-07 00:00:00
29650,66,29,22,22,South,2022-05-05 00:00:00
34111,13,33,11,15,North,2022-06-28 00:00:00
42113,37,30,11,19,South,2023-03-13 00:00:00
21525,94,26,11,20,West,2023-01-28 00:00:00
35966,72,37,11,22,West,2020-08-31 00:00:00
35199,70,15,11,12,South,2021-08-18 00:00:00
42637,75,26,22,18,East,2022-11-08 00:00:00
15511,40,19,22,19,North,2020-01-28 00:00:00
33150,42,38,11,21,West,2024-04-10 00:00:00
31794,87,22,22,20,South,2021-04-28 00:00:00
17278,59,24,22,14,East,2024-09-04 00:00:00
38049,92,43,22,15,West,2023-01-23 00:00:00
24016,83,32,11,17,South,2021-08-04 00:00:00
18318,88,43,22,22,South,2022-05-06 00:00:00
30345,117,24,22,22,West,2022-11-15 00:00:00
42507,106,30,11,16,West,2023-05-07 00:00:00
22117,86,23,22,14,North,2021-10-12 00:00:00
15110,95,17,11,16,North,2023-01-07 00:00:00
19900,75,33,11,22,South,2020-12-05 00:00:00
35379,65,19,11,15,North,2023-08-28 00:00:00
36558,62,35,22,12,South,2022-07-11 00:00:00
23778,91,29,22,19,North,2022-05-07 00:00:00
33354,101,25,22,11,South,2024-01-28 00:00:00
17753,119,37,22,22,East,2021-06-30 00:00:00
40370,115,45,22,11,East,2020-07-21 00:00:00
41450,115,29,11,19,East,2023-06-12 00:00:00
20662,76,15,22,15,West,2021-10-03 00:00:00
21857,75,18,22,12,East,2024-12-14 00:00:00
31715,78,23,22,20,South,2022-06-20 00:00:00
16468,79,25,11,21,South,2024-12-23 00:00:00
29369,104,34,22,11,North,2020-06-25 00:00:00
17643,18,15,11,11,North,2020-03-20 00:00:00
32406,37,43,11,15,North,2024-05-28 00:00:00
35143,92,36,11,21,West,2024-04-03 00:00:00
23416,60,15,11,16,West,2022-04-26 00:00:00
36155,68,33,11,12,South,2023-04-27 00:00:00
25025,15,16,22,12,West,2022-04-07 00:00:00
40244,57,29,22,13,East,2020-02-05 00:00:00
19344,96,29,22,18,South,2023-02-18 00:00:00
15353,101,19,22,12,North,2022-09-06 00:00:00
33587,62,18,22,21,East,2024-11-07 00:00:00
44883,5,41,11,11,West,2021-12-27 00:00:00
33760,22,23,22,15,East,2021-06-13 00:00:00
16987,97,23,11,11,South,2022-07-09 00:00:00
35108,99,37,11,11,South,2020-06-25 00:00:00
32506,12,44,11,15,North,2021-11-30 00:00:00
16789,90,36,22,22,West,2020-03-11 00:00:00
40125,104,21,22,20,West,2023-10-29 00:00:00
17458,55,29,11,19,West,2024-11-21 00:00:00
17513,68,20,22,14,South,2023-05-02 00:00:00
34067,11,34,11,17,South,2021-01-06 00:00:00
43673,89,24,22,13,West,2024-02-11 00:00:00
26766,31,16,11,18,South,2022-09-22 00:00:00
38200,21,15,22,22,North,2020-12-21 00:00:00
31539,39,35,11,11,East,2024-06-10 00:00:00
42934,24,25,22,16,West,2021-02-21 00:00:00
27790,81,33,11,11,North,2021-08-25 00:00:00
42536,48,39,11,19,North,2023-02-10 00:00:00
17256,105,35,11,20,West,2022-01-17 00:00:00
26863,7,45,11,15,South,2020-09-03 00:00:00
40685,21,27,11,16,South,2023-11-12 00:00:00
39168,85,42,22,11,East,2024-09-25 00:00:00
16106,50,43,22,11,West,2022-03-14 00:00:00
37136,36,30,22,18,East,2024-04-13 00:00:00
26986,15,18,11,20,South,2023-01-03 00:00:00
29058,47,19,22,19,North,2020-03-07 00:00:00
34161,39,44,11,12,South,2023-01-16 00:00:00
31019,113,23,22,14,South,2021-03-20 00:00:00
36432,89,26,11,16,West,2023-08-23 00:00:00
33985,5,38,11,13,East,2022-10-31 00:00:00
39677,28,36,22,20,South,2020-04-04 00:00:00
26188,111,35,11,20,South,2021-03-28 00:00:00
18440,112,15,22,16,North,2022-07-11 00:00:00
15187,65,35,11,11,West,2020-09-20 00:00:00
15710,67,41,11,22,West,2022-09-20 00:00:00
17267,38,33,22,17,West,2023-04-19 00:00:00
16266,27,44,11,21,South,2024-02-10 00:00:00
35711,102,26,22,14,South,2020-06-13 00:00:00
38955,27,38,22,22,West,2021-12-21 00:00:00
44022,25,23,11,17,North,2024-10-25 00:00:00
26225,105,29,11,12,West,2023-10-17 00:00:00
29203,89,24,22,17,West,2021-03-15 00:00:00
17467,56,32,11,22,West,2022-05-16 00:00:00
25003,52,25,11,15,West,2020-10-15 00:00:00
31608,22,31,22,21,East,2022-03-04 00:00:00
22940,51,24,22,12,North,2024-02-16 00:00:00
28113,112,26,11,14,East,2020-08-17 00:00:00
17560,7,32,11,17,South,2021-02-17 00:00:00
31573,10,40,11,14,South,2020-07-11 00:00:00
40998,10,15,11,16,East,2020-02-08 00:00:00
35671,65,45,11,15,East,2024-04-29 00:00:00
21364,74,45,22,16,East,2023-11-01 00:00:00
19059,55,24,22,18,West,2021-01-02 00:00:00
25737,41,15,22,11,West,2022-12-16 00:00:00
25068,108,17,22,14,West,2021-02-13 00:00:00
42874,104,42,11,13,West,2020-10-08 00:00:00
29900,76,27,22,20,South,2023-07-11 00:00:00
19747,5,42,22,14,West,2020-09-06 00:00:00
16781,113,25,22,13,West,2020-04-21 00:00:00
21647,102,33,22,16,East,2022-01-08 00:00:00
16498,32,35,22,13,North,2020-09-17 00:00:00
28518,57,18,11,22,East,2022-08-03 00:00:00
29745,90,21,11,11,North,2020-04-02 00:00:00
22396,41,31,11,16,South,2024-06-26 00:00:00
39989,118,16,11,16,East,2024-09-24 00:00:00
32638,62,24,11,15,East,2024-12-02 00:00:00
19756,74,27,11,19,West,2021-08-10 00:00:00
30290,24,35,22,20,North,2021-06-09 00:00:00
30559,20,42,11,16,East,2022-01-05 00:00:00
22410,39,30,22,13,South,2021-12-24 00:00:00
43926,64,17,11,20,West,2024-11-03 00:00:00
18228,66,17,22,16,West,2020-03-27 00:00:00
38768,38,34,11,13,East,2023-12-30 00:00:00
28917,120,26,11,17,West,2022-05-30 00:00:00
38667,13,21,22,21,East,2023-05-27 00:00:00
30706,56,31,11,20,South,2024-08-23 00:00:00
35276,58,33,22,18,North,2022-04-28 00:00:00
36465,114,38,22,12,East,2024-04-09 00:00:00
27920,113,35,11,22,East,2022-01-11 00:00:00
20299,30,32,22,17,North,2022-06-17 00:00:00
41036,114,44,22,13,West,2022-03-07 00:00:00
22682,65,23,11,18,South,2020-09-17 00:00:00
26844,109,17,22,17,North,2021-01-19 00:00:00
39580,87,28,22,18,West,2020-09-18 00:00:00
31343,117,23,22,21,South,2020-04-15 00:00:00
40448,32,43,11,14,North,2020-02-26 00:00:00
18061,116,43,22,13,West,2023-03-15 00:00:00
31681,117,26,22,17,North,2021-12-03 00:00:00
34387,96,18,22,11,North,2023-09-21 00:00:00
20613,101,31,22,14,West,2022-10-19 00:00:00
27502,91,24,11,17,North,2021-07-19 00:00:00
42954,59,31,22,15,South,2023-03-03 00:00:00
38231,74,28,22,21,South,2024-01-12 00:00:00
40540,44,17,22,15,West,2024-03-26 00:00:00
40415,58,22,11,13,North,2024-05-29 00:00:00
30897,101,45,11,19,South,2020-03-02 00:00:00
21142,37,21,22,13,East,2021-03-24 00:00:00
15290,40,43,11,21,East,2023-03-06 00:00:00
30368,38,25,11,19,East,2021-10-07 00:00:00
21250,85,41,11,20,West,2022-04-06 00:00:00
17951,69,18,22,13,East,2020-05-04 00:00:00
27881,82,25,11,17,East,2021-03-18 00:00:00
33836,83,26,11,19,West,2023-08-05 00:00:00
39666,70,45,11,22,West,2023-06-25 00:00:00
17775,102,24,11,15,North,2020-10-14 00:00:00
39186,44,26,22,11,West,2021-05-21 00:00:00
20228,79,33,11,17,East,2024-02-23 00:00:00
19625,69,42,11,20,East,2020-01-28 00:00:00
40737,102,20,11,20,South,2022-07-10 00:00:00
34206,37,42,22,18,North,2023-03-24 00:00:00
31306,8,37,11,20,East,2024-03-31 00:00:00
29991,56,41,11,12,West,2024-10-29 00:00:00
28222,35,19,22,11,South,2021-11-05 00:00:00
17123,19,35,22,13,North,2020-04-13 00:00:00
21140,13,33,11,21,North,2021-01-24 00:00:00
15812,95,23,22,14,South,2023-07-05 00:00:00
35622,34,42,22,12,South,2024-07-15 00:00:00
44414,53,19,22,14,North,2022-11-18 00:00:00
30157,68,38,11,22,South,2022-04-15 00:00:00
33580,74,34,22,22,North,2021-06-24 00:00:00
25310,11,27,22,16,East,2021-05-04 00:00:00
27994,18,30,11,14,West,2022-08-26 00:00:00
41481,29,43,22,11,North,2021-09-19 00:00:00
29145,94,33,22,12,South,2024-02-22 00:00:00
44814,51,20,11,18,East,2021-07-19 00:00:00
18809,46,19,22,14,South,2023-03-31 00:00:00
34932,67,35,11,14,North,2022-08-27 00:00:00
30580,28,36,11,19,South,2022-08-21 00:00:00
18488,120,36,11,13,South,2022-03-28 00:00:00
18495,22,32,11,15,East,2022-09-15 00:00:00
19435,8,40,11,16,North,2024-07-11 00:00:00
44554,98,25,11,21,West,2024-08-05 00:00:00
24730,31,37,22,11,North,2024-05-02 00:00:00
20119,83,29,22,20,East,2023-10-23 00:00:00
21144,117,44,11,15,West,2021-02-06 00:00:00
29536,91,32,11,19,West,2022-05-12 00:00:00
38902,44,23,22,22,West,2024-10-09 00:00:00
38949,41,23,22,22,North,2020-08-31 00:00:00
18134,29,26,22,12,East,2021-07-02 00:00:00
38330,107,23,11,17,West,2020-11-25 00:00:00
32159,46,24,11,15,South,2021-11-14 00:00:00
38076,68,36,11,18,South,2024-08-11 00:00:00
28503,23,36,22,13,West,2022-11-30 00:00:00
33146,50,19,11,13,North,2023-12-19 00:00:00
18306,45,35,11,11,South,2022-04-22 00:00:00
35393,73,29,11,18,East,2024-10-23 00:00:00
29380,101,41,11,14,South,2020-06-14 00:00:00
19835,55,44,22,21,West,2020-06-14 00:00:00
30466,10,23,11,12,East,2024-04-24 00:00:00
34953,50,27,22,18,North,2024-05-22 00:00:00
21833,10,23,22,13,West,2020-02-16 00:00:00
27165,40,28,22,14,South,2023-02-06 00:00:00
37303,13,26,22,14,West,2023-02-25 00:00:00
44034,39,33,11,15,West,2022-07-13 00:00:00
23331,17,40,22,12,North,2024-08-06 00:00:00
37060,16,34,22,19,North,2020-07-24 00:00:00
44716,117,31,11,18,West,2021-01-19 00:00:00
44538,18,40,22,13,East,2022-08-20 00:00:00
15296,74,22,11,12,North,2022-02-12 00:00:00
28510,34,41,11,12,South,2021-04-07 00:00:00
33856,17,41,11,13,South,2021-10-03 00:00:00
43367,85,21,22,22,West,2024-05-18 00:00:00
25247,27,36,22,17,South,2023-06-22 00:00:00
31289,110,26,22,19,South,2022-12-04 00:00:00
25413,71,35,11,19,East,2024-09-05 00:00:00
36790,80,18,22,15,East,2023-09-05 00:00:00
24321,91,29,11,15,South,2024-05-24 00:00:00
30892,48,31,22,19,West,2021-05-24 00:00:00
39144,11,29,22,19,South,2021-04-20 00:00:00
41492,16,40,22,17,West,2023-06-20 00:00:00
19163,28,22,11,14,West,2022-04-20 00:00:00
18094,87,32,11,16,West,2022-09-29 00:00:00
22459,109,33,22,16,West,2024-10-27 00:00:00
30092,112,31,11,17,West,2023-02-10 00:00:00
38073,53,33,22,12,West,2020-01-28 00:00:00
22928,51,38,11,11,North,2022-06-16 00:00:00
30595,91,27,22,17,East,2022-03-01 00:00:00
28836,50,19,22,19,North,2023-05-19 00:00:00
38737,75,37,11,20,West,2024-07-18 00:00:00
20084,99,45,11,18,South,2023-09-11 00:00:00
28642,74,19,22,13,West,2023-09-07 00:00:00
36462,69,38,11,11,West,2022-01-20 00:00:00
18978,12,26,11,13,East,2023-10-09 00:00:00
27158,28,34,22,18,South,2024-08-25 00:00:00
44661,92,40,11,13,East,2021-06-01 00:00:00
16898,119,21,11,14,East,2021-04-30 00:00:00
20559,71,45,22,19,South,2023-02-10 00:00:00
44556,55,17,11,22,East,2021-03-24 00:00:00
26121,62,31,22,11,South,2024-09-01 00:00:00
21633,15,40,11,20,East,2020-09-11 00:00:00
19164,80,31,11,13,South,2022-04-26 00:00:00
19863,18,41,11,12,West,2020-09-19 00:00:00
18346,73,38,11,16,East,2023-08-20 00:00:00
28336,79,32,11,14,North,2022-09-28 00:00:00
20476,118,43,22,16,South,2022-02-07 00:00:00
18829,85,21,22,12,West,2023-08-27 00:00:00
39827,35,19,22,17,South,2021-01-14 00:00:00
32361,86,23,11,21,West,2022-10-05 00:00:00
26865,68,35,11,18,North,2020-08-21 00:00:00
15282,78,34,11,14,East,2020-03-03 00:00:00
28131,84,22,11,12,West,2023-08-30 00:00:00
19302,37,17,22,16,North,2020-03-06 00:00:00
22369,20,40,11,14,North,2024-03-26 00:00:00
31255,113,29,22,12,East,2020-04-25 00:00:00
30767,6,42,11,13,East,2021-07-27 00:00:00
